sentence,label,source,length,clean_sentence,clean_length,preprocessed
T-Mobile has the best customer service anywhere.,1,amazon,7,tmobile best customer service anywhere,5,tmobile best customer service anywhere
Barney is definitely super DE duper.  ,1,imdb,6,barney definitely super de duper,5,barney definitely super de duper
Poor Construction.,0,amazon,2,poor construction,2,poor construction
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amazon,18,muddy low quality sound casing around wires insert poorly super glued slid,12,muddy low quality sound casing around wires insert poorly super glued slid
The design is very good.4.,1,amazon,5,design good4,2,design good4
She's poised and amazing.  ,1,imdb,4,shes poised amazing,3,shes poised amazing
I was not happy with this item.,0,amazon,7,happy item,2,happy item
That company is a joke.,0,amazon,5,company joke,2,company joke
Terrible service!,0,yelp,2,terrible service,2,terrible service
"In a word, it is embarrassing.  ",0,imdb,6,word embarrassing,2,word embarrassing
What a waste of money and time!.,0,amazon,7,waste money time,3,waste money time
Don't waste your time watching this rubbish non-researched film.  ,0,imdb,9,dont waste time watching rubbish nonresearched film,7,dont waste time watching rubbish nonresearched film
Service was fine and the waitress was friendly.,1,yelp,8,service fine waitress friendly,4,service fine waitress friendly
Generous portions and great taste.,1,yelp,5,generous portions great taste,4,generous portions great taste
Your staff spends more time talking to themselves than me.,0,yelp,10,staff spends time talking,4,staff spends time talking
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,yelp,13,seriously good pizza im expertconnisseur topic,6,seriously good pizza im expertconnisseur topic
I wouldn't recommend buying this product.,0,amazon,6,wouldnt recommend buying product,4,wouldnt recommend buying product
"I wasn't expecting Oscar material, but this?  ",0,imdb,7,wasnt expecting oscar material,4,wasnt expecting oscar material
Beautiful styling though.,1,amazon,3,beautiful styling though,3,beautiful styling though
My husband and I ate lunch here and were very disappointed with the food and service.,0,yelp,16,husband ate lunch disappointed food service,6,husband ate lunch disappointed food service
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,imdb,45,tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering,21,tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering
This is my new fav Vegas buffet spot.,1,yelp,8,new fav vegas buffet spot,5,new fav vegas buffet spot
It was awesome.,1,yelp,3,awesome,1,awesome
Its well-designed and very sharp -- the blue is a very nice color.,1,amazon,13,welldesigned sharp blue nice color,5,welldesigned sharp blue nice color
Nothing new there.  ,0,imdb,3,nothing new,2,nothing new
He deserves 5 stars.,1,yelp,4,deserves 5 stars,3,deserves 5 stars
I certainly do not mean this distinction in a good way.  ,0,imdb,11,certainly mean distinction good way,5,certainly mean distinction good way
All of the main players are mesmerising.  ,1,imdb,7,main players mesmerising,3,main players mesmerising
The ambiance was incredible.,1,yelp,4,ambiance incredible,2,ambiance incredible
Battery life still not long enough in Motorola Razor V3i.,0,amazon,10,battery life still long enough motorola razor v3i,8,battery life still long enough motorola razor v3i
Great sound and service.,1,amazon,4,great sound service,3,great sound service
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1,imdb,21,review long overdue since consider tale two sisters single greatest film ever made,13,review long overdue since consider tale two sisters single greatest film ever made
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,imdb,15,instant classic great soundtrack catchy song ending credits,8,instant classic great soundtrack catchy song ending credits
The volume for the ringer is REAL good (you have choices how loud).,1,amazon,13,volume ringer real good choices loud,6,volume ringer real good choices loud
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp,23,sure order dessert even need pack togo tiramisu cannoli die,10,sure order dessert even need pack togo tiramisu cannoli die
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,imdb,20,ps scene movie cool central character finds room blown,9,ps scene movie cool central character finds room blown
"Camerawork - again, bad.  ",0,imdb,4,camerawork bad,2,camerawork bad
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,yelp,15,ive better dedicated boba tea spots even jenni pho,9,ive better dedicated boba tea spots even jenni pho
This is by far the worst purchase I've made on Amazon.,0,amazon,11,far worst purchase ive made amazon,6,far worst purchase ive made amazon
So bad.  ,0,imdb,2,bad,1,bad
""" I love it.  ",1,imdb,4,love,1,love
The film is way too long.  ,0,imdb,6,film way long,3,film way long
There was NOTHING believable about it at all.  ,0,imdb,8,nothing believable,2,nothing believable
Motorola finally got the voice quality of a bluetooth headset right.,1,amazon,11,motorola finally got voice quality bluetooth headset right,8,motorola finally got voice quality bluetooth headset right
Mediocre food.,0,yelp,2,mediocre food,2,mediocre food
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon,21,great tool entertainment communication data managementoh sure use activesync 42 optimal data synchronization results,14,great tool entertainment communication data managementoh sure use activesync 42 optimal data synchronization results
My first visit to Hiro was a delight!,1,yelp,8,first visit hiro delight,4,first visit hiro delight
I don't think you will be disappointed.  ,1,imdb,7,dont think disappointed,3,dont think disappointed
I bought it for my mother and she had a problem with the battery.,0,amazon,14,bought mother problem battery,4,bought mother problem battery
"Plus, it's only 8 bucks.",1,yelp,5,plus 8 bucks,3,plus 8 bucks
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,imdb,12,instead got bore fest whiny spoiled brat babysitting,8,instead got bore fest whiny spoiled brat babysitting
it did not work in my cell phone plug i am very up set with the charger!.,0,amazon,17,work cell phone plug set charger,6,work cell phone plug set charger
Their monster chicken fried steak and eggs is my all time favorite.,1,yelp,12,monster chicken fried steak eggs time favorite,7,monster chicken fried steak eggs time favorite
Jawbone Era is awesome too!,1,amazon,5,jawbone era awesome,3,jawbone era awesome
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,imdb,34,mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line,20,mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line
Exceptionally bad!  ,0,imdb,2,exceptionally bad,2,exceptionally bad
