sentence,clean_sentence,label,source,length,clean_length
The scenery that the two daughters paint and photograph are beautiful.  ,scenery two daughters paint photograph beautiful,1,imdb,11,6
The story is also both funny and poignant at times.  ,story also funny poignant times,1,imdb,10,5
"People who like European films and ""art movies"" will like this movie.  ",people like european films art movies like movie,1,imdb,12,8
This is truly an art movie--it actually has a lot of art in it.  ,truly art movieit actually lot art,1,imdb,14,6
Go rent it.  ,go rent,1,imdb,3,2
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",however finally watching film realized closed mind brilliance depicts also found watching,1,imdb,32,12
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",one movie never ceases interest simply keeps alert try attempt decipher meanings,1,imdb,25,12
Brilliance indeed.  ,brilliance indeed,1,imdb,2,2
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",liked movies like matrix better yet sequels think youll appreciate thought provoking mindblowing experience film give,1,imdb,27,16
Think of the film being like a dream.  ,think film like dream,1,imdb,8,4
Simply beautiful.  ,simply beautiful,1,imdb,2,2
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,rickman stowe play roles hilt tale childrens book writer maybe written subversive tract,1,imdb,25,13
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",gloriously fun fast paced fairly accurate portrayal night raver,1,imdb,16,9
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,presents idyllic yet serious portrayal ups downs characters lives,1,imdb,16,9
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",whatever avoid groove antithesis good human traffic,0,imdb,18,7
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",bad everyone else involved didnt share crowes level dedication quality wed far better film hands subpar mess,0,imdb,32,17
The movie seemed a little slow at first.  ,movie seemed little slow first,0,imdb,8,5
But it picked up speed and got right to the point.  ,picked speed got right point,1,imdb,11,5
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",showed exactly government scientist argued humanity reasons gadget,1,imdb,18,8
I enjoyed it.  ,enjoyed,1,imdb,3,1
I have recommended it to friends.  ,recommended friends,1,imdb,6,2
I was particularly pleased with the acting ability of Dwight Schultz.  ,particularly pleased acting ability dwight schultz,1,imdb,11,6
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",actors truly understand become particular character delivering convincing sincere performance,1,imdb,14,10
"Their on-screen chemistry, critical to the entire film, is genuine.  ",onscreen chemistry critical entire film genuine,1,imdb,10,6
"The film's dialogue is natural, real to life.  ",films dialogue natural real life,1,imdb,8,5
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",writer gorman bechard undoubtedly homework references industry characterage appropriate,1,imdb,16,9
The incredible soundtrack truly captures the essence of the film.  ,incredible soundtrack truly captures essence film,1,imdb,10,6
"Each track commands sentiment, actually contributing to the scenes and characters.  ",track commands sentiment actually contributing scenes characters,1,imdb,11,7
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,definitely worth seeing sort thought provoking film forces question threshold loneliness,1,imdb,20,11
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",hayao miyazakis latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1,imdb,30,18
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",time seems film animation dominated disneypixars cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories,1,imdb,40,21
Enough can not be said of the remarkable animation in this film.  ,enough said remarkable animation film,1,imdb,12,5
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,art style appearance crayonpencil drawings wonderfully colorful fanciful,1,imdb,15,8
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",act film glad youre gonna drift away earth far possible,0,imdb,22,10
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere,0,imdb,23,14
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,havent choked vomit end cheap drama worthless dialogue youve must bored death waste time,0,imdb,31,14
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",still makes super ending depicts great sea vessel taken mighty frost,1,imdb,25,11
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",consider excellent story solid acting look film added bonuses,1,imdb,15,9
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",instead got bore fest whiny spoiled brat babysitting,0,imdb,12,8
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",watched two sundays ago march 20th 2005 began really enjoy time taped entire thing,1,imdb,26,14
It is a very well acted and done TV Movie.  ,well acted done tv movie,1,imdb,10,5
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,judith light one favorite actresses think superb job film,1,imdb,19,9
I keep watching it over and over.  ,keep watching,1,imdb,7,2
"It's a sad movie, but very good.  ",sad movie good,1,imdb,7,3
"If you have not seen this movie, I definitely recommend it!  ",seen movie definitely recommend,1,imdb,11,4
"She is as lovely as usual, this cutie!  ",lovely usual cutie,1,imdb,8,3
Still it's quite interesting and entertaining to follow.  ,still quite interesting entertaining follow,1,imdb,8,5
;) Recommend with confidence!  ,recommend confidence,1,imdb,4,2
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,movie wellbalanced comedy drama thoroughly enjoyed,1,imdb,13,6
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,riot see hugo weaving play sexobsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander,1,imdb,29,18
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",anyway plot flowed smoothly malebonding scenes hoot,1,imdb,13,7
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",opening sequence gem classic cat n mouse games follow delight watch,1,imdb,22,11
Fans of the genre will be in heaven.  ,fans genre heaven,1,imdb,8,3
Lange had become a great actress.  ,lange become great actress,1,imdb,6,4
